地址,电话,传真,公司网址,主营产品,企业名称,数据来源
山东聊城,86-0635-8618375-,86-0635-8618375-,,"不锈钢管,合金无缝管,方管,铝合金方,铝合金管,铝棒,焊管,型材",聊城西杰金属制品有限公司,http://lcxijiejs.alu.cn/supply.html
宜兴市和桥镇南新得胜路6号,86-0510-87877702-,86---,,铝卷退火炉,无锡市东昊环能科技有限公司,http://wxsdhhn.alu.cn/supply.html
上海市崇明县潘园公路152号,86-021-51931995-,86-021-51862395-,,"1#镍,1#铜,铝锭",上海沪蕊贸易有限公司,http://hurui78.alu.cn/supply.html
上海市宝山区南大路707号G栋8-10号,86-021-62849263-,86-021-52842401-,,"工业铝型材,铝型材框架,流水线工作台,铝型材专用配件,隔断/阳光房,光伏支架,机器防护罩,仓储设备框架",上海兴荣铝制品有限公司,http://xingrongly.alu.cn/supply.html
广州市番禺区大石迎宾路202号,86-020-28970688-,86-020-34787919-,市番禺区大石迎宾路202号,www.ceiling.com.cn,"铝方通,铝扣板,铝单板,木纹方通,铝条扣,铝格栅,蜂窝板,铝方通","更多",http://alan520525.alu.cn/supply.html
江苏省徐州市复兴北路金凯隆大厦1-1407,86-0516-86253355-,86-0516-80296090-,,"电解铅,电解铜,锡锭,铝锭,镍板,锌锭,镁锭,锑锭",徐州荣盈商贸有限公司,http://xuzhourongyin18.alu.cn/supply.html
东莞市虎门镇怀德管理区深巷路14号,86-0769-81778464-,86-0769-81778464-,http://88HF.cn.alibaba.com,"抛光机,拉丝机,卷边机,切边机,滚圆机,打圈机,压牙机,旋压机等",东莞市虎门宏福五金机械制造厂,http://hongfuwujinjixie.alu.cn/supply.html
苏州市相城区阳澄湖中路31号,86-512-66595038-,86-512-66595098-,http://www.minalu.com,"铝型材,散热器,灯具外壳,导轨交通,太阳能边框,电梯材料,展示器材,无缝管",苏州铝型材,http://panguoyang2010.alu.cn/supply.html
南京市建邺区长虹路47号1幢115室,86-025-66019171-,86-025-68650575-,,"电解镍(镍板),电解锌(锌锭),电解铝(铝锭),电解锡(锡锭),电解铜,电解铅(铅锭)",南京坦途贸易有限公司,http://njttmy.alu.cn/supply.html
上海宝山区呼兰路555号,86-021-33710056-,86-021-66211893-,,"冷焊机,金属冷焊修复机,精密焊补机,模具修复机,铸件缺陷修复机,焊补机,上海冷焊机,万能焊机",上海佐迪机电设备有限公司,http://shzuodi2012.alu.cn/supply.html
广东省深圳市平湖镇白泥坑村,86-0755-89637185-888,86---,ttp://hoyestaryue.b2b.hc360.com,"无刷电机,减速电机,直流电机,微型电机,无刷马达,减速马达,外转子电机",深圳宏业欣电子有限公司,http://baiwan198815.alu.cn/supply.html
西安金花北路205号西铁工程大厦,86-029-82352988-,86-029-82352998-,http://www.simoyibu.com/,,西安异步电机有限公司,http://simo.alu.cn/supply.html
宝山区蕴川路号1608室,86-021-60448845-,86-021-60911548-,,"有色金属,电解镍，镍板,电解铜,电解锌,锌锭,电解铅,铅锭,锡锭",上海博兰多贸易有限公司,http://shbolanduo.alu.cn/supply.html
广州市番禺区石楼镇创启路63号清华科技园,86-020-39270738-,86-020-39270734-,http://kaysdy29.b2b.hc360.com/,"铝天花,集成吊顶,整体厨房,铝单板,铝扣板,铝蜂窝板,铝条扣,集成电器",广州市凯诗迪建材科技有限公司,http://kaysdy29.alu.cn/supply.html
东莞市塘厦宏业南三路２号,86-0769-87937758-,86-0769-87913894-,,"磁力抛光机,磁力研磨机,磁力去毛刺机,全自动平移式磁力抛光机",东莞中创数控设备科技有限公司,http://dzcdzkjhuahua.alu.cn/supply.html
无锡宜兴官林工业园C区,86-0510-80779306-,86-0510-87290077-,http://www.wxbcjx.net,"拉丝机,退火镀锡机,绞线机,镀铜机",无锡宝川机械有限公司,http://wxbcjxq.alu.cn/supply.html
河北省廊坊市大城工业区,86-0316-5780600-,86-0316-5780600-,http://www.hb-gm.com,"玻璃棉制品,岩棉制品,硅酸铝制品,酚醛泡沫制品,泡沫玻璃制品,挤塑聚苯乙烯",河北国美化工建材有限公司,http://hbguomeihj.alu.cn/supply.html
郑州市高新区石佛管区百炉屯村南一街16号,86-0371-67706086-,86-0371-67706086-,,"木材粉碎机,金属粉碎机,木粉机,易拉罐粉碎机",河南天鸿机械设备有限公司,http://tianhong.alu.cn/supply.html
唐山市西外环工业园区,86-0315-5515555-,86-0315-5518888-,,"硅酸铝纤维,陶瓷纤维,保温材料,耐火材料,外墙保温板,陶瓷纤维纸",唐山市慧芳保温材料有限公司（总部）,http://hfbwcmj.alu.cn/supply.html
湖南省长沙市星沙隆平高科技园长星路389号,86-0731-84010949-,86-0731-84010422-,http://www.karezl.com/,"风冷式冷水机,台架式冷水机,半密闭螺杆式,水冷箱式冷水,低温台架式冷,半密闭螺杆式,全封闭式柔性,换热器",长沙凯利制冷设备有限公司,http://karezl.alu.cn/supply.html
深圳市光明新区公明南环路马山头村保利荣工业园1栋1楼,86-755-33115289-,86-755-33115289-,jagger11.51sole.com/,"深圳塑胶模具加工,家电塑胶模具,汽车模具,玩具模具,电子产品模具,医疗模具",深圳市拓步精工科有限公司,http://jagger35.alu.cn/supply.html
郑州巩义城东区站街66号,86-371-64428888-,86-371-64420588-,,"选矿设备,轧钢设备",郑州华豫矿山设备厂,http://huayu888.alu.cn/supply.html
广州市天河区前进宦溪工业区7-8号自编5号,86-020-62657580-,86-020-62657581-,http://liu6313233.cn.alibaba.com/,"6063RE铝镁硅合金管母线,铝管母线,铝镁硅合金管,全屏蔽绝缘铜管母线,绝缘铜管母线,绝缘铝管母线,全封闭共箱母线,绝缘封闭母线",广州市美驰电力科技有限公司,http://liu21836846.alu.cn/supply.html
深圳宝安区龙华石观工业区,86-0755-29040881-,86-0755-27979860-,http://www.szxms.wanye68.com,工业烤箱，隧道炉，高温炉，退火炉，电阻炉，锡炉，发热管，流水线，喷涂设备,深圳新明升电热设备有限公司,http://szxms.alu.cn/supply.html
北京市朝阳区孙河乡顺黄路88号3号院,86-010-51274001-8012|86,86-010-51274001-8002,市朝阳区孙河乡顺黄路88号3号院,http://www.hm863.com,"学校标识,医院标识,地产标识,办公楼宇标识,安全标识,园林标识,商场标识,公共标识","更多",http://hmbswf.alu.cn/supply.html
广州市花都区雅瑶镇英才路30号,86-020-86163512,86-020-36355527,http://www.gzsjcc.com,"脉冲布袋除尘器,冲激式除尘器,水膜除尘器,锅炉除尘器,旋风除尘器,中频炉除尘器,木工除尘器,矿山破碎除尘器",广州市盛颉环保设备有限公司,http://gzsjcczxy.alu.cn/supply.html
河南省巩义市永安经济开发区4号,86-0371-64587722-,86-0371-64587722-,www.mtely.com,"铝锭,铝棒,铝箔,铝板,铝杆",巩义市迈泰尔金属贸易有限公司,http://m666666.alu.cn/supply.html
洛阳市西工区七一路13号院九州大厦410,86-0379-60116558-,86-0379-62267521-,http://www.zhankaidianqi.com,"中高频熔炼炉,中高频透热炉,中高频加热炉,中高频淬火炉,水冷电缆,感应圈,电抗器,中频电源",洛阳展凯电器有限公司,http://s382640095.alu.cn/supply.html
深圳市宝安区宝安大道西乡街道碧海名园B栋,86-0755-86230662-,86-0755-28130145-,,"LED显示屏铝边框/弯头/转角/拐角,LED车载屏支架,P10显示屏铝边框外壳,P6车载屏外壳堵头/支架,led显示屏边框铝型材,LED先生铝边框,led边框外壳铝壳铝边框,LED配件角铝U型槽",深圳裕源隆铝业有限公司,http://xpn0818.alu.cn/supply.html
上海市灵石路851号,86-021-60515087-,86-021-56948532-,http://www.shloxo.com,铸铝件精密修复焊机+铝模具精密修复焊机+冷焊机+修补机+模具焊机+铸铝修补焊机,上海朗现机电设备有限公司,http://midea888.alu.cn/supply.html
中国广东深圳龙岗区布吉吉华路上雪红门科技园,86-0755-89390022-,86-0755-89390022-,http://www.hongmen.com,"铝合金电动伸缩门,铝合金旗杆,铝合金悬浮门,铝合金岗亭,铝合金围栏,www.360tingche.com",红门智能科技股份有限公司,http://hongmen.alu.cn/supply.html
广东省佛山市南海大沥太平大道5号,86-0757-81825893,86-0757-81825893,www.fsysmq.com,,广东扬顺幕墙工程有限公司,http://gdyangshun.alu.cn/supply.html
涿州市华阳路东头劳技校院内,86-0312-3978896-,86-0312-3978890-,www.tianheqi.com,"雕铣机光机,铣床光机,玻璃车床,数控龙门铣光机,法兰磨,螺旋盘管机,立式数控铣光机,玻璃整形机",涿州市天合起机床制造有限公司,http://tianheqi.alu.cn/supply.html
江苏省宜兴市万石镇工业园北区,86-0510-87846768-,86-0510-87842186-,www.yxfddl.com,"箱式炉,推板炉,气氛炉,网带炉,石墨材料炉,工业电炉,实验电炉,管式电阻炉",宜兴市飞达电炉有限公司,http://fddl.alu.cn/supply.html
广东省惠州市博罗县园洲镇土瓜围工业区,86-0752-6808114,86-0752-6806150,http://www.tywjzz.com,,惠州市通涌五金机械制造有限公司,http://tyzpdl.alu.cn/supply.html
"北京市 海淀区 车公庄西路甲",86-010-68700146-,86-010-68700148-,,"锯片,铣刀,德国原装进口锯片,德优宝,叶鲁锯片,意美吉锯片,飞幕锯片,威格玛锯片",德优宝（北京）国际贸易有限公司,http://duebro.alu.cn/supply.html
广州市黄埔区南岗街沙步保沙路270号,86-020-22051950-,86-020-22051600-,www.alum.com.cn,"进口铝合金,7075铝板,7075铝棒,5052铝材,6061铝棒,6061铝板,661铝条,7050铝材",广州市美钧金属有限公司,http://tina210.alu.cn/supply.html
上海崇明县潘园公路1800号（泰和经济开发区）,86-0523-86155320-,86-0523-86220888-,http://shktaizx.cn.alibaba.com,"热电偶、热电阻,电热管,电热丝,补偿导线,压力表,流量计,温度仪表,红外测温仪",上海凯泰仪表有限公司销售一部,http://shktaizx.alu.cn/supply.html
北京市通州区中关村科技园区通州园区金桥科技产业基地景盛南四街,86-010-57621093-,86-010-59771798-,www.tgbj.com,"冷补机,模具修补机,冷焊机,表面处理溶液,金属修补剂",北京天诚宇新材料技术有限公司,http://tcy888.alu.cn/supply.html
金集镇创业园,86-0550-7916388-,86---,http://www.zjry777.cn,"铝板,空调铝箔,铝带,瓦楞板,镜面铝板,防滑板,氧化铝板,5050铝板",天长市京发铝业有限公司,http://sw27149.alu.cn/supply.html
张家港市南丰镇,86-0512-58903304-,86-0512-58903304-,,"弯管机,切管机,缩管机,液压弯管机,数控弯管机,数控液压弯管机,全自动弯管机,单头液压弯管机",张家港市台和机械制造有限公司,http://taihejixie.alu.cn/supply.html
上海市青浦区纪鹤公路5555号3号厂,86-021-59790700-807,86-021-59742290-,,"高温炉,管式炉,气氛炉,回转炉,气氛还原炉,高温电阻炉,多温区管式炉,氮氢气氛炉",上海升利测试仪器有限公司,http://fy8686.alu.cn/supply.html
东莞市长安镇乌沙江贝开发区建安路169号,86-0769-85093290-,86-0769-81550723-,www.kebo.cn,"切削液,金属加工液",东莞市科宝润滑油有限公司,http://dgkebao.alu.cn/supply.html
湖北省荆门市后港工业园,86-0724-8525538-,86-0724-8525978-,www.jmjhly.com.cn,"铝合金型材,高档隔热门窗型材,推拉窗型材,平开门型材,工业型材",荆门荆华铝业有限公司,http://jmjhly.alu.cn/supply.html
南宁市良庆区东风北路22号,86-0771-2966952-,86-0771-2966952-,市良庆区东风北路22号,http://www.bysmy2006.com,"电解镍,电解铜,镍锭,镍板,铝锭","更多",http://nnbyy88.alu.cn/supply.html
河北省任丘市西大坞工业区,86-0317-2888431,86-0317-2888431,ztaoyunsong.com,"外墙网格布,内墙网格布,大眼网布,瓦基布,铝箔基布,包扎布",河北省任丘市鑫涛玻纤制品厂,http://ztaoyunsong.alu.cn/supply.html
佛山市南海区大沥横岗工业区,86-0757-85527525-,86-0757-85527526-,http://www.fsweibo.com,"生产线,横切机,家用铝箔机,铝箔制品,铝箔制品机械,铝箔,铝箔容器,铝箔餐盒",佛山市伟箔铝箔制品模具机械厂,http://weibofactory.alu.cn/supply.html
深圳市平湖镇华南城化工区M14栋126号,86-0755-89636178-,86-0755-89631160-,http://www.ccchem.com,"LED贴片胶,LED透镜填充胶,LED集成光源胶,COB面光源硅胶,SMD贴片胶水,LED模顶硅胶,围坝胶,皮革压花硅胶",深圳市淳昌硅橡胶有限公司,http://chunchang2011.alu.cn/supply.html
济南历城区开源路北段,86-0531-88275003-,86-0531-88275003-,www.cncjunmai.com,"重型铝板切割雕刻机,铝型材切割雕刻机,铝塑板切割雕刻机",济南俊迈数控设备有限公司,http://wqk001.alu.cn/supply.html
常熟市白茆工业园A-088,86-0512-52860282-,86-0512-52860282-,www.csdajin.com,"变形缝+伸缩缝+建筑变形缝+建筑伸缩缝+伸缩缝装置 +变形缝装置+防尘地毯+防尘地垫",常熟市古里镇白茆大金建筑变形缝装置厂,http://csdajin.alu.cn/supply.html
武汉市阳逻经济开发区保利圆梦城,86-027-59265363-,86-027-86983658-,http://www.whxkt.com,"工业自动化,电工电气,仪器仪表,气动元器件,传感器,接近开关,流量开关,模块",武汉西科特科技有限公司,http://whxktlc.alu.cn/supply.html
深圳南山前海妈湾大道北孖洲岛修船基地仓库,86-1111-11111111-,---,,"铝箔,铝卷,铝带,圆片,电池壳",招商局铝业（重庆）有限公司,http://zhaolvcq.alu.cn/supply.html
淄博淄川区磁村工业园,86-0533-3070801-,86-0533-2303535-,http://www.zb-yuntai.com,"硅酸铝陶瓷纤维棉,硅酸铝陶瓷纤维毯,硅酸铝陶瓷纤维模块,硅酸铝陶瓷纤维板,硅酸铝陶瓷纤维毡,耐磨浇注料,新型隧道窑窑顶保温模块,高温窑炉衬里折叠块",淄博云泰炉业科技有限公司,http://yuntaijuliet.alu.cn/supply.html
杭州经济开发区867号,86-0571-85221059-,86-0571-86590801-,http://www.hzayjs.com,"铝合金棒,铝合金板,铝合金卷,铝合金管,铝合金带,铝合金线,铝锭",杭州昂耀金属制品有限公司,http://hzayjs.alu.cn/supply.html
江苏盐城阜城镇滤料产业园10号,86-0515-87185099-,86-0515-87185199-,http://www.jsfzy.com/,"美塔斯针刺毡,氟美斯针刺毡,pps针刺毡,涤纶针刺毡,玻纤针刺毡,P84针刺毡滤袋,亚克力针刺毡滤袋",盐城市丰泽源环保科技有限公司,http://jsfzy333.alu.cn/supply.html
广东省江门市江海区礼乐镇新民六冲工业区创辉特工业园,86-0755-29695536-8010,86-0755-29695626-,www.led-pcb.com,"LED日光灯铝基板,LED天花灯铝基板,LED路灯铝基板,LED面板灯铝基板,LED球泡灯铝基板,LED洗墙灯铝基板,各种大小功率长条铝基板,各种大小功率圆形贴片铝基板",江门市江海区创辉特电子有限公司深圳市场部,http://cht0026.alu.cn/supply.html
深圳市福田區八卦三路531棟7樓,86-0755-25970225-,86-0755-25970285-,www.sw-laser.net,"激光铝材打标机,激光金属铭牌刻字机,不锈钢激光焊接机,金属激光切割机,CO2激光刻字机,非金属激光打标机,铝材激光深雕机",深圳思博威激光科技有限公司,http://zhangboleo.alu.cn/supply.html
山西省太原市赛马场,86-0351-2342399-,86-0351-4426371-,www.xyhly.com.cn,"铝铍,铍粉,铍块,铝锰,铝硅,铝基合金,铝中间合金,镁基合金等",太原信义华铝业加工厂,http://xinyihualvye.alu.cn/supply.html
回郭镇开发区,86-0371-64263281-,86-0371-64236206-,ZZwqlyyxgs.alu.cn,"纯铝板、合金铝板,热轧板、超宽铝板,热轧中厚板,铝箔、铝卷,铝圆片、彩涂卷,淬火板、预拉伸板,瓶盖料、铝塑板,五条筋压花铝板",郑州伟琪铝业有限公司,http://zzwqlyyxgs.alu.cn/supply.html
佛山市南海区科技工业园红沙高新技术开发区前进东路,86-132-44765858-,86-0757-81090833-,http://yanjianping.alu.cn,金属天花板+金属幕墙板+金属挂片+蜂窝板+金属方通格栅+金属条扣板+金属瓦楞板+拉网板及百叶,佛山市晋利隆金属装饰材料制造有限公司,http://yanjianping.alu.cn/supply.html
广东省东莞市长安镇乌沙陈屋第一工业区,86-0769-89787069-,86-0769-85303185-,http://ghyjd2012.cn.alibaba.com,"金属材料,模具钢材,五金制品,铜材,铝材,优特钢,冷轧板,冷卷",京都金属材料行,http://jd2011.alu.cn/supply.html
广东东莞,86-0769-86096132-,86-0769-88626786-,http://chengquanji.sinaapp.com/,"高速绞线机,硅胶挤出机,铁氟龙挤出机,悬臂单绞机,悬框单绞机,自动成圈机,电线包纸机,405缠绕机",东莞市虎门祥隆线缆机械厂,http://shihuan168.alu.cn/supply.html
河北省廊坊市,86-0316-8066680-,86-0316-5798880-,http://www.hboulanya.com,"聚合氯化铝,聚合氯化铝铁,聚合硫酸铁,脱色剂",廊坊欧兰亚保温建材有限公司,http://hboulanya.alu.cn/supply.html
天津市北辰区大张庄镇张献庄工业园,86-022-86979801-,86-022-86979099-,http://rainhujie.cn.alibaba.com/,"工业铝型材,框架铝型材,自动化生产线型材,铝型材工作台,铝型材异型材,传送设备型材,系统工作台型材,包装设备型材",天津宏愿铝型材有限公司,http://hongyuan2909.alu.cn/supply.html
